1,"monica geller says:, what you guys don't understand is, for us, kissing is as important as any part of it.",
0,"monica geller says:, what you guys don't understand is, for us, kissing is as important as any part of it. joey tribbiani says:, yeah, right!.......y'serious?",
1,"monica geller says:, what you guys don't understand is, for us, kissing is as important as any part of it. joey tribbiani says:, yeah, right!.......y'serious? phoebe buffay says:, oh, yeah!",
2,"monica geller says:, what you guys don't understand is, for us, kissing is as important as any part of it. joey tribbiani says:, yeah, right!.......y'serious? phoebe buffay says:, oh, yeah! rachel green says:, everything you need to know is in that first kiss.",
2,"joey tribbiani says:, yeah, right!.......y'serious? phoebe buffay says:, oh, yeah! rachel green says:, everything you need to know is in that first kiss. monica geller says:, absolutely.",
1,"phoebe buffay says:, oh, yeah! rachel green says:, everything you need to know is in that first kiss. monica geller says:, absolutely. chandler bing says:, yeah, i think for us, kissing is pretty much like an opening act, y'know? i mean it's like the stand-up comedian you have to sit through before pink floyd comes out.",
0,"rachel green says:, everything you need to know is in that first kiss. monica geller says:, absolutely. chandler bing says:, yeah, i think for us, kissing is pretty much like an opening act, y'know? i mean it's like the stand-up comedian you have to sit through before pink floyd comes out. ross geller says:, yeah, and-and it's not that we don't like the comedian, it's that-that... that's not why we bought the ticket.",
3,"monica geller says:, absolutely. chandler bing says:, yeah, i think for us, kissing is pretty much like an opening act, y'know? i mean it's like the stand-up comedian you have to sit through before pink floyd comes out. ross geller says:, yeah, and-and it's not that we don't like the comedian, it's that-that... that's not why we bought the ticket. chandler bing says:, the problem is, though, after the concert's over, no matter how great the show was, you girls are always looking for the comedian again, y'know? i mean, we're in the car, we're fighting traffic... basically just trying to stay awake.",
4,"chandler bing says:, yeah, i think for us, kissing is pretty much like an opening act, y'know? i mean it's like the stand-up comedian you have to sit through before pink floyd comes out. ross geller says:, yeah, and-and it's not that we don't like the comedian, it's that-that... that's not why we bought the ticket. chandler bing says:, the problem is, though, after the concert's over, no matter how great the show was, you girls are always looking for the comedian again, y'know? i mean, we're in the car, we're fighting traffic... basically just trying to stay awake. rachel green says:, yeah, well, word of advice: bring back the comedian. otherwise next time you're gonna find yourself sitting at home, listening to that album alone.",
1,"ross geller says:, yeah, and-and it's not that we don't like the comedian, it's that-that... that's not why we bought the ticket. chandler bing says:, the problem is, though, after the concert's over, no matter how great the show was, you girls are always looking for the comedian again, y'know? i mean, we're in the car, we're fighting traffic... basically just trying to stay awake. rachel green says:, yeah, well, word of advice: bring back the comedian. otherwise next time you're gonna find yourself sitting at home, listening to that album alone. joey tribbiani says:, ....are we still talking about sex?",
5,"ross geller says:, no, it's good, it is good, it's just that- mm- doesn't she seem a little angry?",
4,"ross geller says:, no, it's good, it is good, it's just that- mm- doesn't she seem a little angry? marsha says:, well, she has issues.",
5,"ross geller says:, no, it's good, it is good, it's just that- mm- doesn't she seem a little angry? marsha says:, well, she has issues. ross geller says:, does she.",
3,"ross geller says:, no, it's good, it is good, it's just that- mm- doesn't she seem a little angry? marsha says:, well, she has issues. ross geller says:, does she. marsha says:, he's out banging other women over the head with a club, while she sits at home trying to get the mastodon smell out of the carpet!",
0,"marsha says:, well, she has issues. ross geller says:, does she. marsha says:, he's out banging other women over the head with a club, while she sits at home trying to get the mastodon smell out of the carpet! ross geller says:, marsha, these are cave people. okay? they have issues like 'gee, that glacier's getting kinda close.' see?",
3,"ross geller says:, does she. marsha says:, he's out banging other women over the head with a club, while she sits at home trying to get the mastodon smell out of the carpet! ross geller says:, marsha, these are cave people. okay? they have issues like 'gee, that glacier's getting kinda close.' see? marsha says:, speaking of issues, isn't that your ex-wife?",
5,"marsha says:, he's out banging other women over the head with a club, while she sits at home trying to get the mastodon smell out of the carpet! ross geller says:, marsha, these are cave people. okay? they have issues like 'gee, that glacier's getting kinda close.' see? marsha says:, speaking of issues, isn't that your ex-wife? ross geller says:, no. no.",
1,"ross geller says:, marsha, these are cave people. okay? they have issues like 'gee, that glacier's getting kinda close.' see? marsha says:, speaking of issues, isn't that your ex-wife? ross geller says:, no. no. marsha says:, yes, it is. carol! hi!",
0,"marsha says:, speaking of issues, isn't that your ex-wife? ross geller says:, no. no. marsha says:, yes, it is. carol! hi! ross geller says:, hi.",
0,"ross geller says:, no. no. marsha says:, yes, it is. carol! hi! ross geller says:, hi. carol willick says:, so.",
5,"marsha says:, yes, it is. carol! hi! ross geller says:, hi. carol willick says:, so. ross geller says:, you look great. i, uh... i hate that.",
1,"ross geller says:, hi. carol willick says:, so. ross geller says:, you look great. i, uh... i hate that. carol willick says:, sorry. you look good too.",
1,"carol willick says:, so. ross geller says:, you look great. i, uh... i hate that. carol willick says:, sorry. you look good too. ross geller says:, ah, well, in here, anyone who... stands erect... so what's new? still, uh...",
